nom,date,enddate,distance,dplus,dminus,description,region,departement,lat,lng,raceDistances,raceName
La Sans Raison,2024-11-19,2024-11-19,11000,0,,Là tu en as une bonne de raison !,Île-de-France,Yvelines,48.78114619999999,2.2199803,"[42000, 23000]",La Laise
Courir au Château de la Bourdaisière,2024-11-19,2024-11-19,8000,50,,Entrez messire !,Centre-Val de Loire,Indre-et-Loire,47.3880556,0.8266667,[14000],Trail 8 km
Trail les sangliers du griffe,2024-11-19,2024-11-19,17700,365,,,Occitanie,Gard,43.8263279,4.218241,[8000],"Trail 17,7 km"
Trail du Rouvray,2024-11-19,2024-11-19,11000,0,,Rouvray-nous les portes !!,Normandie,Seine-Maritime,49.37983500000001,1.1080923,[30000],Trail 11 km
Trail de l'Arclusaz,2024-11-19,2024-11-19,11000,500,,On espère que tu as plusieurs cordes à ton Arc'lusaz,Auvergne-Rhône-Alpes,Savoie,45.569489,6.154183,"[28000, 17000]",Trail 11 km
Ekiden de Marseille,2024-11-19,2024-11-19,42195,0,,Droit au but !,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.2966941,5.3610825,[],Marathon
Relais de Derchigny,2024-11-19,2024-11-19,13200,0,,,Normandie,Seine-Maritime,49.9671986,1.1972084,[],Course Relais x3
Trail Malassis Tour,2024-11-19,2024-11-19,13000,200,,,Île-de-France,Yvelines,48.9898219,1.7032903,[],Trail 13 km
Route des 4 châteaux de Chevreuse,2024-11-19,2024-11-19,17000,254,,"A l'assaut, preux finishers",Île-de-France,Yvelines,48.7074017,2.0342842,[],Trail 17 km
Trail Victor Hugo,2024-11-20,2024-11-20,6000,0,,"Demain dès l'aube, je partirai ",Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.333177,-0.434402,"[12000, 12000]",Marche 6 km
Course Pédestre du Bailli de Suffren,2024-11-20,2024-11-20,10000,0,,"T'es pas venu ici pour souffrir, ok ?",Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.6066126,5.2888531,[],Course sur route 10 km
Challenge Meltonic,2024-11-20,2024-11-20,180,150,,Prêt pour un trail ultra tonique pour multiplier tes exploits ?!,Pays de la Loire,Maine-et-Loire,47.11967730000001,-0.9931268,[],Challenge nuit
La Montagne Verte,2024-11-20,2024-11-20,20000,500,,Le géant vert,Auvergne-Rhône-Alpes,Allier,46.1624426,3.4358495,[],Trail 20 km
Ronde de Saint-Mitre-les-Remparts et Trail de Figuerolles,2024-11-24,2024-11-24,10000,280,,Au bord de l'eau,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.4518899,5.014100099999999,[20000],Ronde de Saint Mitre
Le Cross du Figaro NordicTrack,2024-11-24,2024-11-26,5000,0,,« Nos victoires sont vos victoires »,Île-de-France,Hauts-de-Seine,48.84764699999999,2.208115,"[10000, 15000, 20000]",Varta Night Figaro
Boulogne-sur-Mer Urban Trail Cote d'Opale ,2024-11-25,2024-11-25,14000,0,,Boulogne-sur-Merci beaucoup ,Hauts-de-France,Pas-de-Calais,50.7304839,1.5945032,"[8000, 21000]",Trail 14 km
Marathon de Nevers,2024-11-25,2024-11-26,42195,0,,Lâche les chevaux !,Bourgogne-Franche-Comté,Nièvre,46.8615409,3.163392,"[21097, 4411]",Ekiden relais en 6
Trail à la Belle Étoile,2024-11-25,2024-11-25,12000,0,,,Normandie,Manche,49.6338979,-1.622224,"[8000, 21000, 30000, 8000]",Trail 12 km
Trail de Nébian,2024-11-25,2024-11-26,100000,4400,,Les doigts dans le né-bian,Occitanie,Hérault,43.606614,3.430843,"[8000, 13500, 8000, 3200]",L'Ultra Trail de Nébian (UTNB)
Trail Urbain de la Sainte-Barbe,2024-11-25,2024-11-25,9000,0,,Lens-toi à l'assaut de l'Urban Trail !,Hauts-de-France,Pas-de-Calais,50.42893000000001,2.83183,[],Trail 9 km
Corrida de Paimpol,2024-11-25,2024-11-25,9900,0,,"Paimpol Paimpol, les runners arrivent",Bretagne,Côtes-d'Armor,48.7770547,-3.046127,[],"Course sur route 9,9 km"
Trail de la Croix Labbé,2024-11-25,2024-11-25,25000,700,,,Grand Est,Meurthe-et-Moselle,49.49295300000001,5.872779,[10500],Trail 25 km
Corrida de loches,2024-11-25,2024-11-25,4100,0,,,Centre-Val de Loire,Indre-et-Loire,47.12447539999999,0.9967417999999998,"[4700, 8800]","Relais 4,1 km"
Course des Lumières - Lyon,2024-11-25,2024-11-25,4000,0,,Éclairer Lyon contre la maladie,Auvergne-Rhône-Alpes,Rhône,45.7605474,4.861117699999999,[8000],Marche 4 km
Course des Trois Ponts,2024-11-25,2024-11-25,10000,0,,"L'important, c'est les trois ponts !",Centre-Val de Loire,Loiret,47.8445744,1.9336965,[],Course sur route 10 km
THP Winter,2024-11-25,2024-11-25,40300,2220,2220.0,À toi de braver l'hiver !,Provence-Alpes-Côte d'Azur,Alpes-de-Haute-Provence,44.045675,5.778438,"[25200, 12800]",W40
Trail Contre le Temps Perdu,2024-11-25,2024-11-25,8200,0,,Plus de temps à perdre !,Centre-Val de Loire,Eure-et-Loir,48.2994013,1.2447076,[16500],"Trail 8,2 km"
Course des Lumières - Toulouse,2024-11-25,2024-11-25,4000,0,,Éclairer Toulouse contre la maladie,Occitanie,Haute-Garonne,43.598264,1.4092542,[8000],Marche 4 km
"Courir entre deux ""O""",2024-11-25,2024-11-26,10000,0,,Aller plus O !,Normandie,Calvados,49.182863,-0.370679,"[21097, 20000]",Marche 10 km
La Fééria Barisienne,2024-11-25,2024-11-25,10000,0,,La Féria de Bayonne n'a qu'à bien se tenir,Grand Est,Meuse,48.773605,5.158238000000001,[5000],La Barisienne
Trail Noct'Urbain d'Arbois,2024-11-25,2024-11-25,10000,170,,,Bourgogne-Franche-Comté,Jura,46.902851,5.772342,[],Trail 10 km
Trail de Pontivy,2024-11-26,2024-11-26,13000,0,,,Bretagne,Morbihan,48.066152,-2.967056,"[19000, 7000, 11000]",Marche 13 km
Orange Vélodrome Trail,2024-11-26,2024-11-26,4000,200,,Attention à la marche !,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.2966941,5.3610825,"[2000, 8000, 8000]",Mode Team de 4
Courir pour guérir,2024-11-26,2024-11-26,10000,0,,,Centre-Val de Loire,Loiret,47.865408,1.897565,[5000],Trail 10 km
Les Boucles du 17 ème,2024-11-26,2024-11-26,10000,0,,"Tu en feras deux, des boucles !",Île-de-France,Paris,48.85837009999999,2.2944813,[],Course sur route 10 km
Foulées Roxédoises,2024-11-26,2024-11-26,13000,0,,,Bretagne,Morbihan,47.86428730000001,-2.4491456,"[11700, 9000]",Marche 13 km
La Sange'Run,2024-11-26,2024-11-26,11000,540,,,Auvergne-Rhône-Alpes,Savoie,45.58568,5.996106,[24000],P'tit Sangerain
20 bornes d'Andresy,2024-11-26,2024-11-26,21100,0,,,Île-de-France,Yvelines,48.9823366,2.0606295,"[5000, 10000, 2000]","Course sur route 21,1 km"
Trail Event Les Saint Cyriennes,2024-11-26,2024-11-26,17000,0,,Un trail sain et saint,Provence-Alpes-Côte d'Azur,Var,43.1826409,5.709571,"[10000, 28000]",Trail 17 km
Marathon de La Rochelle,2024-11-26,2024-11-26,42195,0,,Port d’attaches,Nouvelle-Aquitaine,Charente-Maritime,46.160329,-1.151139,"[10000, 21000, 4000]",Challenge entreprise - Relais à 4 
10 km de la Saint-Nicolas,2024-11-26,2024-11-26,10000,0,,Noël en avance !,Grand Est,Meurthe-et-Moselle,48.6936184,6.1832413,[],Course sur route 10 km
Trail de saint just,2024-11-26,2024-11-26,21000,200,,,Nouvelle-Aquitaine,Haute-Vienne,45.863191,1.386555,"[15000, 7000]",Trail 21 km
La Landsberg,2024-11-26,2024-11-26,26000,1000,,Royal au Barr !,Grand Est,Bas-Rhin,48.4089496,7.4500303,"[17000, 9000]",Le Grand
La Creative Chantepie,2024-11-26,2024-11-26,10000,0,,,Bretagne,Ille-et-Vilaine,48.09001259999999,-1.6267407,[],Course sur route 10 km
20 km de Montpellier,2024-11-26,2024-11-26,20000,0,,Le rendez-vous des Héraults ,Occitanie,Hérault,43.63385330000001,3.8488781,[],Course sur route 20 km
La noémienne,2024-11-26,2024-11-26,8000,0,,,Centre-Val de Loire,Indre,46.764705,1.475622,"[15000, 5000]",Course sur route 8 km
Biscatrail,2024-11-26,2024-11-26,10000,55,,Range ton carrosse direction Biscarrosse,Nouvelle-Aquitaine,Landes,44.4444427,-1.2560502,"[18000, 32000]",Trail 10 km
Montée de la madeleine,2024-11-26,2024-11-26,10000,500,,,Grand Est,Vosges,48.2874679,6.947767,[15000],Trail 10 km
La Foulée Caumontoise,2024-11-26,2024-11-26,6000,0,,"Alors, Caumont elle est cette course ?",Provence-Alpes-Côte d'Azur,Vaucluse,43.89325600000001,4.944208,"[9000, 10000, 15000]",Trail 6 km
Jurassic Trail,2024-11-26,2024-11-26,18000,500,,Attention au T-Rex !,Occitanie,Gard,44.0175328,4.4658475,[],Trail 18 km
Semi-Marathon de Boulogne-Billancourt Christian Granger,2024-11-26,2024-11-26,21097,79,,Boule et Bill on court ?,Île-de-France,Hauts-de-Seine,48.8346434,2.2445197,[],Semi-Marathon
Ultrera Trail,2024-11-27,2024-11-27,40000,2000,,Un trail ultra cool !,Occitanie,Pyrénées-Orientales,42.5299132,2.8783592,[20000],En relais de 4
Les Foulées de l'Aéroport,2024-11-27,2024-11-27,10000,0,,"J'ai pris l'avion pour Courir, j'ai pris l'avion pour faire un bond",Île-de-France,Seine-Saint-Denis,48.924298,2.445676,[],Course sur route 10 km
L'Eguillenne,2024-11-27,2024-11-27,10000,0,,Aiguise bien tes mollets !,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.5686589,5.354234,[18000],Course sur route 10 km
Les foulées Androgiennes,2024-11-29,2024-11-29,21000,300,,,Bourgogne-Franche-Comté,Yonne,47.5172646,3.4790302,[12000],Trail 21 km
Semi-Marathon de Bordeaux,2024-12-01,2024-12-01,42195,0,,"Vin + Vin + 2,195 = Marathon de Bordeaux",Nouvelle-Aquitaine,Gironde,44.8414707,-0.5699017,[21097],Marathon de Bordeaux
Menestrail,2024-12-02,2024-12-02,7000,0,,Pas besoin d'être un musicien du Moyen Âge pour aller au Menestrail !,Bretagne,Côtes-d'Armor,48.3598425,-2.6303461,"[34000, 24000, 14000, 54000]",Le Tour du Courtil
Kerpape Noz Trail,2024-12-02,2024-12-02,15000,0,,,Bretagne,Morbihan,47.701032,-3.461667,"[8000, 8000]",Trail 15 km
Magis'Trail,2024-12-02,2024-12-02,13000,400,,Au clair de Luynes !,Centre-Val de Loire,Indre-et-Loire,47.384882,0.5542929999999999,"[7000, 19000]",Trail des Vallées
Trail Les 40 Bosses,2024-12-02,2024-12-02,43000,2000,,C’est reparti comme en 40 !,Île-de-France,Val-d'Oise,49.0177468,2.2453627,"[86000, 86000, 20000, 10000, 86000]",Trail 43 km
Corrida de Noël de Perpignan,2024-12-02,2024-12-02,6000,0,,"Oh..Oh..Oh.. Direction Perpignan, le Père Noël t'attend",Occitanie,Pyrénées-Orientales,42.6961465,2.8783772,[],Course sur route 6 km
Trail'ethon des enclaves,2024-12-02,2024-12-02,9000,131,132.0,,Occitanie,Hautes-Pyrénées,43.279945,-0.111143,"[7000, 14000]",Trail 9 km
Les Foulées du Roc,2024-12-02,2024-12-02,5000,0,,,Bretagne,Ille-et-Vilaine,48.466466,-1.1226707,[10000],Course sur route 5 km
La corrida sancerroise de noël,2024-12-02,2024-12-02,7000,125,,,Centre-Val de Loire,Cher,47.329583,2.839867,[3500],Course duo 7 km
Ruée des Fadas - Font Romeu,2024-12-02,2024-12-02,8000,0,,Complètement givré ! ❄️ ,Occitanie,Pyrénées-Orientales,42.5052379,2.0420012,[],Course à obstacles 8 km
La salamandre givree,2024-12-02,2024-12-02,0,0,,,Centre-Val de Loire,Loir-et-Cher,47.3586346,1.7473537,[6000],Trail 
Vertrail by night,2024-12-02,2024-12-02,17000,440,,,Île-de-France,Yvelines,48.8048649,2.1203554,[8000],Trail 17 km
Foulées stenaisiennes,2024-12-02,2024-12-02,5000,0,,,Grand Est,Meuse,49.4910662,5.1853124,[10000],Course sur route 5 km
Lavy des Cimes,2024-12-02,2024-12-02,4700,1030,,C'est Lavy ! ,Auvergne-Rhône-Alpes,Haute-Savoie,45.8205933,6.070888,[],KV
La Fête de la Forme,2024-12-02,2024-12-02,2500,0,,Tous à fond pour le Téléthon !,Provence-Alpes-Côte d'Azur,Vaucluse,43.9984783,5.0549027,[9000],"Parcours Plaisir (2,5 km)"
Trail Urbain de Mortagne,2024-12-02,2024-12-02,12000,0,,"La Vendée, la vraie",Pays de la Loire,Vendée,46.9925945,-0.9545625,[6000],Trail 12 km
Trail des Collines Bleues,2024-12-03,2024-12-03,8000,200,,,Bretagne,Finistère,48.20163789999999,-4.0941946,[14000],Trail 8 km
La Kanerdall,2024-12-03,2024-12-03,8000,230,,Pour les dalleux de trails,Grand Est,Moselle,49.331488,6.323526999999999,[16000],Trail 8 km
5 et 10 km de Saint-Andiol ,2024-12-03,2024-12-03,5300,0,,Courir pour la bonne cause,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.8328101,4.9484037,[10000],"Course sur route 5,3 km"
Trail du Porteur d'Eau,2024-12-03,2024-12-03,27000,0,,Harry... de l'eau,Bretagne,Ille-et-Vilaine,48.153703,-1.580598,"[10000, 18000, 10000]",Trail 27 km
10 km du Canal de Périgueux,2024-12-03,2024-12-03,10000,0,,Noël avant l’heure ! ,Nouvelle-Aquitaine,Dordogne,45.1835855,0.722768,[],Course sur route 10 km
Trail du téléthon - Buhl,2024-12-03,2024-12-03,18000,0,,PitBuhl,Grand Est,Haut-Rhin,47.928012,7.18683,[11000],Trail 18 km
Launagu'etoile,2024-12-03,2024-12-03,6000,0,,,Occitanie,Haute-Garonne,43.674268,1.456733,"[12000, 12000]",Marche 6 km
Nature MarathonMan,2024-12-03,2024-12-03,10000,78,,Sois un super Hérault ! ,Occitanie,Hérault,43.7731223,3.8757119,"[24000, 42195, 42195]",Marche santé Aesio Mutuelle
Corrida de Fère,2024-12-03,2024-12-03,12000,0,,,Grand Est,Marne,48.746216,3.969999,[],Course sur route 12 km
Courir pour le Plaisir,2024-12-03,2024-12-03,10000,0,,Pour le plaisir de courir,Île-de-France,Paris,48.85837009999999,2.2944813,[],Trail 10 km
Foulées Muzillacaises,2024-12-03,2024-12-03,10000,0,,,Bretagne,Morbihan,47.553903,-2.482314,[],Course sur route 10 km
Course de Noël - Suresnes,2024-12-03,2024-12-03,5000,0,,Suresnes des neiges,Île-de-France,Hauts-de-Seine,48.863314,2.2111521,[],Course sur route 5 km
Hivernale des Templiers,2024-12-03,2024-12-04,4900,190,,Tout est bon dans le Larzac !,Occitanie,Aveyron,43.9752868,2.9913697,"[13000, 67000, 34700, 25800, 16800]",Illuminés de Roquefort Société
10 km d'Arcachon,2024-12-03,2024-12-03,10000,0,,La course Dune vie !,Nouvelle-Aquitaine,Gironde,44.6640209,-1.1643872,[],Course sur route 10 km
La Petite Origole,2024-12-04,2024-12-04,13000,0,,"Ça va, ORigole !",Île-de-France,Yvelines,48.696146,1.847679,"[33000, 23000]",LA MINI
Trail Urbain de Lannion,2024-12-04,2024-12-04,5000,0,,Quoi de mieux avant les fêtes ?,Bretagne,Côtes-d'Armor,48.732084,-3.459144,[10000],La course des Pères Noël
Trail de l'Igue,2024-12-04,2024-12-04,7000,0,,Rejoins la l'Igue des traileurs du Lot !,Occitanie,Lot,44.4571029,1.70001,"[26000, 15000]",Trail 7 km
La Ronde du Terroir,2024-12-04,2024-12-04,13000,300,,On y danse tous en rond,Provence-Alpes-Côte d'Azur,Vaucluse,44.122161,5.029084,[23000],La Balméenne
Le Castor Garou,2024-12-04,2024-12-04,17000,0,,Attention au loup...castor garou,Île-de-France,Essonne,48.73419610000001,2.2074119,[],Trail 17 km
Marathon des Barjots,2024-12-05,2024-12-05,42195,0,,Complètement fou,Occitanie,Hérault,43.649322,3.69797,"[21097, 13000]",Marathon
Corrida de ste maure de touraine,2024-12-07,2024-12-07,7500,100,,,Centre-Val de Loire,Indre-et-Loire,47.10035449999999,0.6100751999999999,[],"Course sur route 7,5 km"
Trail des Grenouilles,2024-12-07,2024-12-07,8000,0,,Ne vas pas gober des mouches !,Centre-Val de Loire,Loir-et-Cher,47.8672682,1.1409625,[19000],Trail 8 km
Corrida du Noble Joué,2024-12-08,2024-12-08,7000,0,,,Centre-Val de Loire,Indre-et-Loire,47.284385,0.7852699999999999,"[5000, 7200]",Course sur route 7 km
À la Conquête de Super Besse,2024-12-08,2024-12-08,15000,0,,Ne Besse pas les bras,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.5118471,2.853675,"[9000, 25000, 7000]",Trail 15 km
Trail du Tour du Canton,2024-12-09,2024-12-09,24000,400,,Canton n’a que l’amour… !  ,Normandie,Seine-Maritime,49.5913178,0.4279306,"[21000, 40000, 75000]",Trail 24 km
Gruissan Poli Trail,2024-12-09,2024-12-10,25000,800,,On t'attend AUDÉpart ! ,Occitanie,Aude,43.0967139,3.0845793,"[50000, 50000, 50000, 18000, 10000, 8000, 12000]",Las Caldas
Trail du Loup Blanc,2024-12-09,2024-12-10,48000,2000,,Une course à croquer,Nouvelle-Aquitaine,Creuse,46.16959900000001,1.871452,"[15000, 23000, 30000]",Grand méchant Loup
Trail Nocturne de l'Ecoparc Catalan,2024-12-09,2024-12-09,7000,0,,Une petite sardane et això (c'est parti) !,Occitanie,Pyrénées-Orientales,42.694486,2.769445,"[30000, 11000, 19000, 30000, 30000, 11000, 11000]",Marche Nordique 7 km
Trail du Telethon de Bouliac,2024-12-09,2024-12-09,10000,0,,Tous solidaires !,Nouvelle-Aquitaine,Gironde,44.81654169999999,-0.503944,"[11000, 20000]",Marche 10 km
Trail Urbain du Chat Perché,2024-12-09,2024-12-09,14000,140,,,Bourgogne-Franche-Comté,Jura,47.112027,5.499452199999999,[7000],Trail 14 km
Foulées Rédénoises,2024-12-09,2024-12-09,8100,0,,,Bretagne,Finistère,47.8601249,-3.462004,[15700],"Trail 8,1 km"
Boucle de la Tourlandry,2024-12-09,2024-12-10,12500,0,,Toutouyou Tourlandry ! ,Pays de la Loire,Maine-et-Loire,47.210062,-0.7275324999999999,"[10000, 25000, 17000]","Trail 12,5 km"
La sale caractere,2024-12-09,2024-12-09,12000,0,,,Bretagne,Morbihan,47.9522158,-2.5473921,[],2 x 6 km Relais
Spassighjata in Bastia,2024-12-09,2024-12-09,9500,310,,Viens fêter la Corse pour la bonne cause ,Corse,Haute-Corse,42.697283,9.450880999999999,[],La Spassighjata
Choco Trail d’Hardricourt,2024-12-09,2024-12-10,13000,0,,,Île-de-France,Yvelines,48.990181,1.912178,"[8000, 42000, 24000, 8000]",Marche 13 km
Trail Nocturne de Noël,2024-12-09,2024-12-09,7000,400,,Tu vas être gâté !,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.2733301,5.6375795,"[21000, 16000]",Trail 7 km
Trail de Bathernay,2024-12-09,2024-12-09,25000,950,,,Auvergne-Rhône-Alpes,Drôme,45.179636,4.994917,"[14000, 7000, 7000]",Trail 25 km
Course des Lumières - Bordeaux ,2024-12-09,2024-12-09,4000,0,,,Nouvelle-Aquitaine,Gironde,44.8414707,-0.5699017,[8000],Marche 4 km
Trail Ecuillé,2024-12-09,2024-12-09,18000,0,,Ça vaut plus d'un écu !,Pays de la Loire,Maine-et-Loire,47.618132,-0.565564,[9000],Trail duo relai de 9 km x 2
Les Lucioles du Josas,2024-12-09,2024-12-09,12000,360,,,Île-de-France,Yvelines,48.76454500000001,2.169007,[8000],Trail 12 km
Course aux Dahuts,2024-12-09,2024-12-09,15000,0,,Dahut : Animal sauvage imaginaire,Bretagne,Côtes-d'Armor,48.2945866,-2.5219133,"[12000, 8000, 8000]",Trail 15 km
Hivernatrail,2024-12-09,2024-12-10,12000,321,,Sors de ton hivernation and Côme-on !,Occitanie,Gard,43.82784,4.202453999999999,"[30000, 20000, 10000]",Trail 12 km
La Seinche de Saint-Louis,2024-12-10,2024-12-10,10000,0,,"Qu'elle est belle, notre Camargue",Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.676647,4.6277769,[],Marche 10 km
Course Nature de la Vie,2024-12-10,2024-12-10,9000,150,,Le trail c’est la vie !,Pays de la Loire,Vendée,46.767746,-1.508806,"[16000, 15000, 32000, 15000]",La course de ma vie 
Les Ribines de l’Aber Ildut,2024-12-10,2024-12-10,24000,0,,,Bretagne,Finistère,48.433925,-4.730869999999999,"[8000, 15000, 13000]",Trail 24 km
Trail de Noël d'Ollioules,2024-12-10,2024-12-10,16000,800,,"Petit papa noëlllll, quand tu viendras faire ce traillllll",Provence-Alpes-Côte d'Azur,Var,43.1227175,5.8269515,[27000],Trace des lutins
Course des 2 Viaducs,2024-12-10,2024-12-10,10000,0,,Un Viaduc deux fois ? Vendu,Centre-Val de Loire,Indre,46.61999309999999,1.0679079,[],Trail 10 km
Corrida d'Auxerre,2024-12-10,2024-12-10,7000,0,,Les toreros ajaïstes ,Bourgogne-Franche-Comté,Yonne,47.797823,3.5731071,[],Course sur route 7 km
La Ronde de Noël de Rodez,2024-12-10,2024-12-10,8000,0,,Joyeux Rodez à tous !,Occitanie,Aveyron,44.35107439999999,2.5762081,[4000],Ronde de Noël
10 KM de la Tour Eiffel ,2024-12-10,2024-12-10,10000,0,,Prêt pour un tour autour de La Tour,Île-de-France,Paris,48.856614,2.3522219,[],10 KM
Marathon de l'Espoir,2024-12-10,2024-12-10,42195,0,,L'espoir fait courir ,Centre-Val de Loire,Loiret,47.763082,2.373936,[],Marathon duo
La Besace Nature,2024-12-10,2024-12-10,9000,0,,Un plein de nature dans la besace !,Normandie,Calvados,49.0103963,-0.8455997000000001,"[14000, 25000]",Le Duo
Course des Sables,2024-12-10,2024-12-10,15000,0,,Viens défier le sablier !,Nouvelle-Aquitaine,Lot-et-Garonne,44.170718,0.287058,[9000],Trail 15 km
Spartan Morzine Winter Trail,2024-12-10,2024-12-10,21000,0,,,Auvergne-Rhône-Alpes,Haute-Savoie,46.19214770000001,6.7751173,[10000],21 KM
Trail & Cross de Dourdan,2024-12-10,2024-12-10,5000,0,,,Île-de-France,Essonne,48.529171,2.0152549,"[12000, 18000]",Cross F.F.A.
Triathlon et Duathlons de la Saint Sylvestre,2024-12-10,2024-12-10,13400,0,,,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.58041799999999,7.125102,[23750],Duathlon XS
Trail Nocturne Villeneuve,2024-12-10,2024-12-10,9000,180,,Une course lunatique ! ,Occitanie,Gard,43.96599740000001,4.7967593,[5000],Trail 9 km
10 km d'Héricourt,2024-12-10,2024-12-10,10000,0,,Et il court (Héricourt) !,Bourgogne-Franche-Comté,Haute-Saône,47.5729724,6.769431699999999,[5000],Course des As
Corrida de Thiais,2024-12-10,2024-12-10,10000,0,,Thiais le sang !,Île-de-France,Val-de-Marne,48.7566506,2.3718687,"[5000, 5000]",Course sur route 10 km
Corrida Pédestre de Lourdes,2024-12-10,2024-12-10,10000,0,,C'est du Lourdes ! ,Occitanie,Hautes-Pyrénées,43.091463,-0.045726,[],Course sur route 10 km
Corrida de Noël de Carentan Les Marais,2024-12-10,2024-12-10,7800,0,,"Viens, on va bien se marais !",Normandie,Manche,49.30598750000001,-1.2424352,[],"Course sur route 7,8 km"
Trail nocturne de la Praille,2024-12-16,2024-12-16,14000,500,,,Auvergne-Rhône-Alpes,Ain,45.9766983,5.6015539,[7000],Trail 14 km
