nom,date,enddate,distance,dplus,dminus,description,region,departement,lat,lng,raceDistances,raceName
Trails des Monts d'Amain,2024-10-01,2024-10-01,10000,0,,,Normandie,Orne,48.627861,0.357879,"[24000, 12000]",Marche 10 km
Jeux des Master de Vichy,2024-10-01,2024-10-01,12000,0,,"Citius, Altius, Fortius ",Auvergne-Rhône-Alpes,Allier,46.1259661,3.4174551,[],Course sur route 12 km
La Jasseronnai'se Trail,2024-10-01,2024-10-01,19000,720,,,Auvergne-Rhône-Alpes,Ain,46.2120832,5.325469399999999,[8000],Le Château
Trail du Val Suzon,2024-10-01,2024-10-01,17000,586,,,Bourgogne-Franche-Comté,Côte-d'Or,47.406486,5.017257,"[11000, 27000]",Trail 17 km
Rock and run,2024-10-01,2024-10-01,7000,0,,,Normandie,Calvados,49.23276,-0.385674,[],Course sur route 7 km
Les foulées roses Spinaliennes,2024-10-01,2024-10-01,6000,0,,,Grand Est,Vosges,48.172402,6.449403,[],Marche 6 km
Ruée des Fadas - Rocbaron,2024-10-01,2024-10-01,8000,0,,Complètement fada !,Provence-Alpes-Côte d'Azur,Var,43.305978,6.083557,[],Course d'obstacles 8 km
Foulées du Château de Polignac,2024-10-01,2024-10-01,11000,0,,,Auvergne-Rhône-Alpes,Haute-Loire,45.068938,3.86024,[],Trail 11 km
Octobre Rose Oloron,2024-10-01,2024-10-01,5000,0,,"Au sud, c'était Oloron",Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.1905945,-0.6106731,"[10000, 10000]",Marche 5 km
Courses de sélestat,2024-10-01,2024-10-01,5000,0,,,Grand Est,Bas-Rhin,48.259386,7.454241000000001,"[10000, 21000]",Course sur route 5 km
La Yussoise,2024-10-01,2024-10-01,10000,0,,,Grand Est,Moselle,49.357276,6.200101,[5000],Course sur route 10 km
Foulées de Saint-Thibault-des-Vignes,2024-10-01,2024-10-01,10000,0,,,Île-de-France,Seine-et-Marne,48.862463,2.6715649,[5000],Course sur route 10 km
Trail du Four à Chaux,2024-10-01,2024-10-01,28000,380,,,Île-de-France,Seine-et-Marne,48.58047,2.56649,[11000],Trail 28 km
Course de la passerelle,2024-10-01,2024-10-01,10000,280,,,Bourgogne-Franche-Comté,Jura,46.378698,5.764399999999999,"[10500, 20000, 20000, 10500]",Marche 10 km
La Vizilloise,2024-10-01,2024-10-01,14000,0,,Une course Vizilleblement incontournable !,Auvergne-Rhône-Alpes,Isère,45.0755137,5.7734425,"[8000, 8000]",Marche 14 km
Trail Gargomancois,2024-10-01,2024-10-01,27000,1100,,,Auvergne-Rhône-Alpes,Loire,45.399731,4.179118,[12500],Trail 27 km
Aix en Foulées,2024-10-01,2024-10-01,10000,0,,Au cœur de la cité aux mille fontaines,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.5267152,5.4629942,[5000],Course sur route 10 km
Trail entre Loire et Vignes,2024-10-01,2024-10-01,15000,150,,,Pays de la Loire,Maine-et-Loire,47.38351309999999,-0.6552646999999999,"[10000, 27000]",Trail 15 km
Rotary tour du bouchon,2024-10-01,2024-10-01,7000,0,,,Grand Est,Aube,48.2971534,4.0739553,[],Course sur route 7 km
Sedan-Charleville,2024-10-01,2024-10-01,23600,0,,La doyenne des Ardennes,Grand Est,Ardennes,49.702163,4.94923,[],"Course sur route 23,6 km"
Diagonale du Mont-Joly,2024-10-01,2024-10-01,4000,1000,,,Auvergne-Rhône-Alpes,Haute-Savoie,45.9064279,6.7012639,[],Trail 4 km
10 km Saint-Laurent-sur-Sèvre,2024-10-01,2024-10-01,5000,0,,,Pays de la Loire,Vendée,46.952891,-0.9102979999999999,[10000],Course sur route 5 km
La Bourbonnaise pour Elles,2024-10-01,2024-10-01,5000,0,,,Auvergne-Rhône-Alpes,Allier,46.568059,3.334417,[],Trail 5 km
Montée de la Croix,2024-10-01,2024-10-01,4300,0,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.9507702,4.3024757,[11500],"Course sur route 4,3 km"
Trail des Hautes Falaises,2024-10-01,2024-10-01,20000,300,,,Normandie,Seine-Maritime,49.801976,0.527281,[],Trail 20 km
Trail de Barbizon,2024-10-01,2024-10-01,12500,250,,"Je te tiens, tu me tiens par la Barbizon ! ",Île-de-France,Seine-et-Marne,48.447193,2.603497,[],"Trail 12,5 km"
Semi-Marathon de Normandie,2024-10-02,2024-10-02,21097,0,,Un Havre de paix,Normandie,Seine-Maritime,49.4901983,0.1299361,"[10000, 10000]",Semi-Marathon
Marathon Loudéac-Pontivy,2024-10-02,2024-10-02,42195,0,,"Il pleut, il pleut bergère ! ",Bretagne,Côtes-d'Armor,48.176274,-2.752021,"[21097, 5000, 10000]",Marathon Loudéac-Pontivy
Trail Castelpontin,2024-10-03,2024-10-03,7000,50,,Viens fouler le Pont-du-Château !,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.796936,3.2485909,"[14000, 28000]",Ti Castel
Nice Côte d'Azur by UTMB®,2024-10-04,2024-10-06,165000,8400,,"De Chamonix à la Côte d'Azur, il n'y a qu'une foulée",Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.6977066,7.270324800000001,"[111000, 59000, 22000]",Nice 100M
Triathlon des Corsaires,2024-10-05,2024-10-05,10300,0,,À l'abordage !,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.396244,-1.682907,[51500],Triathlon XS
La Cavale des Écureuils,2024-10-06,2024-10-06,14000,0,,Une course d'arbre en arbre,Île-de-France,Val-d'Oise,49.0924675,1.7231268,[19000],Trail 14 km
Laval Urban Trail,2024-10-06,2024-10-09,10500,180,,Dans la vallée ohoh de Laval lalalilala,Pays de la Loire,Mayenne,48.0785146,-0.7669906000000001,[10000],"Trail 10,5 km"
Courir au Pays de Craon,2024-10-06,2024-10-06,11000,0,,,Pays de la Loire,Mayenne,47.84867000000001,-0.949622,[5000],Course sur route 11 km
La Bitchoise,2024-10-06,2024-10-08,10000,0,,,Grand Est,Moselle,49.05369200000001,7.431437000000001,[5000],Les foulées de la Citadelle
100 Miles Sud de France,2024-10-06,2024-10-07,170000,9800,8100.0,C'est le sang ! ,Occitanie,Pyrénées-Orientales,42.5052379,2.0420012,"[95000, 55000]",100 Miles Sud de France
Trail Muco - Pays de Vitré,2024-10-06,2024-10-07,12000,0,,Attention à ne pas te prendre la porte-Vitré !,Bretagne,Ille-et-Vilaine,48.140862,-1.100423,"[7500, 13000, 16000, 33000, 30000, 22000, 7000]",Cap’Tambule
Le Trail du Tigre,2024-10-06,2024-10-06,36000,0,,,Pays de la Loire,Vendée,46.7802295,-1.099337,"[24000, 12000]",Trail 36 km
Trail du Vuache,2024-10-06,2024-10-06,24300,940,,,Auvergne-Rhône-Alpes,Haute-Savoie,46.101439,5.931858,[10600],"Trail 24,3 km"
Triathlon des Roses - Lyon,2024-10-06,2024-10-06,13700,0,,Une course seinpathique,Auvergne-Rhône-Alpes,Rhône,45.7605474,4.861117699999999,[],"Triathlon des Roses de Lyon (solo, relais à 2 ou 3)"
Infinity Trail Backyard Ultra ,2024-10-06,2024-10-06,6706,0,,Combien de boucles ?,Nouvelle-Aquitaine,Charente-Maritime,46.012563,-1.173661,[],"Trail 6,706 km"
Ekiden de Grenoble ,2024-10-06,2024-10-06,42195,0,,"Grenoble seul c'est bien, mais à plusieurs c'est mieux",Auvergne-Rhône-Alpes,Isère,45.1906081,5.726845,[],Ekiden de Grenoble
Triathlon d'Arcachon,2024-10-06,2024-10-06,53700,0,,,Nouvelle-Aquitaine,Gironde,44.6640209,-1.1643872,[10300],Triathlon M
Triathlon de Saint Priest,2024-10-06,2024-10-06,25750,0,,,Auvergne-Rhône-Alpes,Rhône,45.69127750000001,4.9361111,[],Triathlon S
Munster'trail,2024-10-07,2024-10-07,100000,5200,,Pour en faire tout un fromage ! ,Grand Est,Haut-Rhin,48.039683,7.1383287,"[40000, 20000, 10000]",MT 100km
Top Prixtel Porquerolles Trail,2024-10-07,2024-10-07,25000,600,,Un trail Porck’n’roll,Provence-Alpes-Côte d'Azur,Var,43.038034,6.137041,[],Trail de Porquerolles
Bazan'court en Rose,2024-10-07,2024-10-07,5000,0,,,Grand Est,Marne,49.365917,4.167937,"[10000, 8000]",Course sur route 5 km
EDF Trail des Vallées d'Aigueblanche (ETVA),2024-10-07,2024-10-09,51000,3020,,Un événement électrique !,Auvergne-Rhône-Alpes,Savoie,45.5026759,6.5071444,"[5000, 13000, 11000, 18000, 29000, 24000, 13500, 5500, 8500, 69000]",La Tournée Générale
Trail Faverges Seythenex,2024-10-07,2024-10-07,26000,1700,1700.0,Au coeur des sources du Lac d'Annecy,Auvergne-Rhône-Alpes,Haute-Savoie,45.74702,6.293546999999999,"[15000, 42195, 42195, 10000, 42000]",Trail de l'Eau Froide | 26KM
Circuit des remparts - 10km panoramique de laon,2024-10-07,2024-10-07,5000,0,,,Hauts-de-France,Aisne,49.5648533,3.6170011,"[10000, 3000, 500, 10000]",Marche nordique 5 km
Tour Pédestre By Trail,2024-10-07,2024-10-07,19000,395,,"Des p'tits tours, des p'tits tours, toujours des p'tits tours",Auvergne-Rhône-Alpes,Loire,45.4936827,4.2453004,"[13000, 7000]",La Pontrambertrail
Roc d'Azur,2024-10-07,2024-10-08,43130,1574,,C'est un roc ! ... C'est un pic ! ... C’est la Roc d’Azur !,Provence-Alpes-Côte d'Azur,Var,43.443408,6.637682,"[32200, 21490, 16500, 5500, 21490, 13250, 8260, 4780]",Roc Trail 43K
Foulées Frambaldéennes,2024-10-07,2024-10-07,5000,0,,,Normandie,Orne,48.4862567,-0.7003214999999999,[10000],Marche 5 km
Trail transfrontalier des 2 Monts,2024-10-07,2024-10-07,12000,250,,,Grand Est,Meuse,49.519467,5.366609,"[30000, 13000]",Trail Petite Boucle
Corri-trail d'Airaines,2024-10-07,2024-10-07,22500,310,,,Hauts-de-France,Somme,49.965672,1.9431,"[15500, 6000]","Trail 22,5 km"
Foulées Viikings,2024-10-07,2024-10-07,10500,0,,Ragnar,Pays de la Loire,Loire-Atlantique,47.19964119999999,-1.6717693,"[5800, 8500]",Asgard
Boulieu Trail,2024-10-07,2024-10-07,68000,3630,,On se roule en boule,Auvergne-Rhône-Alpes,Ardèche,45.269021,4.657995000000001,"[9000, 34000, 17000]",Les Mines
La sein go rose,2024-10-07,2024-10-07,8000,0,,Go go go go,Occitanie,Haute-Garonne,43.1050043,0.7290939,"[10000, 5000]",Marche 8 km
L'Ersteinoise,2024-10-07,2024-10-07,5000,0,,,Grand Est,Bas-Rhin,48.42353,7.66326,[],Course sur route 5 km
Ultra Trail du Beaujolais Vert,2024-10-07,2024-10-07,8000,200,,Vert Vert Vert comme disait Véro ,Auvergne-Rhône-Alpes,Rhône,46.0178463,4.3773153,"[15000, 55000, 110000, 25000]",Trail 8 km
La Villersoise,2024-10-07,2024-10-07,7000,0,,,Île-de-France,Yvelines,48.8197222,1.8913889,"[20000, 10000]",Marche nordique 7 km
Trail de la Cimentière,2024-10-07,2024-10-07,25000,650,,,Grand Est,Marne,48.75855199999999,4.571769000000001,"[12000, 10000, 3000]",Trail 25 km
10km Foulées Ressource,2024-10-07,2024-10-07,5000,0,,"Courir, ça a du sens",Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.5267152,5.4629942,[10000],Course sur route 5 km
La Sorlinoise,2024-10-07,2024-10-07,9900,156,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.3444236,4.7436611,[],"Relais 9,9 km"
Tour du Bearn,2024-10-07,2024-10-08,200000,4153,,Tour de force,Nouvelle-Aquitaine,Pyrénées-Atlantiques,43.335524,-0.364982,[],Course sur route 200 km
Beaver Trail,2024-10-07,2024-10-07,26000,900,,Gard à ton Poulx,Occitanie,Gard,43.9113064,4.4241171,"[13000, 43000, 10000]",Confirmé
La Neuvilloise,2024-10-07,2024-10-07,5000,128,,"Sport, Convivialité et Générosité ! ",Hauts-de-France,Oise,49.552132,2.756399,"[15000, 15000, 10000, 10000]",Marche 5 km
Caen ça bouge,2024-10-07,2024-10-08,21000,0,,,Normandie,Calvados,49.182863,-0.370679,"[14000, 22000, 13000]",Trail 21 km
La Pontchâtelaine,2024-10-07,2024-10-07,7500,0,,,Pays de la Loire,Loire-Atlantique,47.436929,-2.089536,[15000],"Trail 7,5 km"
St-Hilaire Mortain,2024-10-07,2024-10-07,16500,0,,Tu vas être hilare !,Normandie,Manche,48.577086,-1.092034,[],"Trail 16,5 km"
Run for girls,2024-10-07,2024-10-07,5000,0,,,Île-de-France,Hauts-de-Seine,48.884831,2.26851,[10000],Marche 5 km
Trail des Castagnes,2024-10-07,2024-10-07,10000,430,,,Occitanie,Hérault,43.597083,3.084903,[],Trail 10 km
La foulée des géants,2024-10-07,2024-10-07,19000,0,,,Pays de la Loire,Vendée,46.884536,-0.899612,[10000],Trail 19 km
Trail du pays d'Argentan et raid de la libération,2024-10-07,2024-10-07,13000,0,,,Normandie,Orne,48.745864,0.140868,"[44000, 24000, 30000]",Marche 13 km
Ekiden d'Albi,2024-10-07,2024-10-07,42195,0,,"Ya lil, ya lil, à Albi ya lil",Occitanie,Tarn,43.9250853,2.1486413,[],Marathon
La Course des Vendanges,2024-10-07,2024-10-07,15500,450,,,Occitanie,Pyrénées-Orientales,42.48343,3.128874,[],"Trail 15,5 km"
Anjou'r & nuit,2024-10-07,2024-10-08,36000,600,,,Pays de la Loire,Maine-et-Loire,47.4007176,-0.3715396,"[12000, 24000]","Challenge Anjou'r & Nuit, 12 + 24 km"
Run in Sennecey,2024-10-07,2024-10-07,5000,0,,,Bourgogne-Franche-Comté,Saône-et-Loire,46.64285539999999,4.8706845,[10000],Course sur route 5 km
L'Automnal 05,2024-10-07,2024-10-08,3300,1000,,"Et Puy, l'automne a fait son nid",Provence-Alpes-Côte d'Azur,Hautes-Alpes,44.892922,6.617928000000001,"[25000, 12000]",KV du Prorel
Les Préautomnales,2024-10-08,2024-10-08,7000,0,,,Normandie,Seine-Maritime,49.49199249999999,1.2136171,"[25000, 15000, 42000, 15000]",La Mare Sangsue
Trail de Jouques,2024-10-08,2024-10-08,15000,0,,Ça va jouer des coudes,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.6372074,5.6386293,"[50000, 23000]",La Course Nature
Grands Trails d'Auvergne,2024-10-08,2024-10-08,130000,4910,,Vois les choses en Grand !,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.75573199999999,3.615495,"[14000, 25000, 25000, 48000, 48000, 78000, 14000, 78000]",360° Ultra-Trail
10 km et 20 km de Vouneuil sous Biard,2024-10-08,2024-10-08,20000,0,,T'es pas là pour jouer au billard !,Nouvelle-Aquitaine,Vienne,46.5734819,0.2728195,[10000],Course sur route 20 km
Trail de la Croix des Carmes,2024-10-08,2024-10-08,15000,400,,,Grand Est,Meurthe-et-Moselle,48.900276,6.050802,"[30000, 10000]",Blue Orange Trail
EnerGemTrail Saint-Jean,2024-10-08,2024-10-08,1600,0,,Comment ne pas perdre la tête ?,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.2733301,5.6375795,"[800, 2400, 28000, 7500, 14000, 3200, 800]",Benjamins
Cross de Chapet,2024-10-08,2024-10-08,10000,0,,,Île-de-France,Yvelines,48.96727,1.9337262,[6600],Course sur route 10 km
Clermont en Rose,2024-10-08,2024-10-08,5000,0,,C'est Clermont la course qu'il te faut !,Auvergne-Rhône-Alpes,Puy-de-Dôme,45.7765846,3.0821443,[],Course sur route 5 km
5 km et 10 km de Talence,2024-10-08,2024-10-08,5000,0,,La Gironde a un incroyable Talence !,Nouvelle-Aquitaine,Gironde,44.80858,-0.588272,[10000],Course sur route 5 km
Foulées des Côteaux de l'Evre,2024-10-08,2024-10-08,12000,0,,,Pays de la Loire,Maine-et-Loire,47.2064668,-0.9917733000000001,[5000],Trail 12 km
Trail des Nouettes,2024-10-08,2024-10-08,10000,400,,,Île-de-France,Yvelines,48.8048649,2.1203554,"[18000, 15000]",Trail de la Dauphine 10 km
Bati’run,2024-10-08,2024-10-08,6000,0,,,Centre-Val de Loire,Eure-et-Loir,48.44385399999999,1.489012,[10000],Randonnée 6 km
Courir à Vienne,2024-10-08,2024-10-08,20000,0,,Allez Vienne je t'emmène au vent !,Auvergne-Rhône-Alpes,Isère,45.5246676,4.8784861,"[10000, 8500, 8000]",20KM Nature
Tout Rennes Court,2024-10-08,2024-10-08,10000,0,,La course à pied sera ta Rennes ! ,Bretagne,Ille-et-Vilaine,48.1143843,-1.6694938,"[21097, 5000]",10 km CMB
Marathon Pasteur Coeur du Jura,2024-10-08,2024-10-08,21097,150,,La rage de vaincre,Bourgogne-Franche-Comté,Jura,47.112027,5.499452199999999,"[10000, 10000, 42195, 6000, 42195]",Semi-Marathon
Trail des 7 Monts,2024-10-08,2024-10-08,33000,2000,,Monts précieux,Bourgogne-Franche-Comté,Jura,46.370448,5.9112369,"[15000, 15000, 9000, 9000]",Trail 33 km
Les foulées du bord de loire,2024-10-08,2024-10-08,5000,0,,,Centre-Val de Loire,Loiret,47.866604,2.122264,"[20000, 10000]",Course 5 km
La Valdahonnaise,2024-10-08,2024-10-08,8000,250,,,Bourgogne-Franche-Comté,Doubs,47.14964579999999,6.3173187,"[23000, 4000, 13000, 13000]",Trail 8 km
Foulées du Saulnois,2024-10-08,2024-10-08,5000,0,,,Grand Est,Moselle,48.820138,6.507136999999999,"[12000, 20000, 10000]",Trail 5 km
Marathon Eurométropole Metz,2024-10-08,2024-10-08,42195,0,,Courez comme vous aimez !,Grand Est,Moselle,49.1193089,6.175715599999999,"[10000, 10000]",Marathon Judiciaire
Course Algernon,2024-10-08,2024-10-08,15000,0,,"Tous ensemble, tous ensembles hey hey !",Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.2966941,5.3610825,"[5000, 10000, 5000]",Course sur route 15 km
Eco Trail du Massif des Brasses,2024-10-08,2024-10-08,3700,0,,Tu en auras la larme à l'oeil ,Auvergne-Rhône-Alpes,Haute-Savoie,46.17136499999999,6.480171899999999,"[19000, 9000, 36500]",P'tit Tour du Risse
Courses Semi Nature de Romans,2024-10-08,2024-10-08,9700,0,,"C’est un beau roman, c’est une belle course !",Auvergne-Rhône-Alpes,Drôme,45.044236,5.052735,[21500],"Course sur route 9,7 km"
Trail de la Vallée de l'Yon,2024-10-08,2024-10-08,5500,0,,Fais rugir le lion en toi ,Pays de la Loire,Vendée,46.540264,-1.307819,"[10000, 12000, 32000, 17500, 20000]","Marche 5,5 km"
Trail du pays de La Chataigneraie,2024-10-08,2024-10-08,15000,362,,,Pays de la Loire,Vendée,46.6417404,-0.7363794,"[9000, 30000, 42000]",Trail 15 km
Course et marche octobre rose,2024-10-08,2024-10-08,5000,0,,,Grand Est,Meurthe-et-Moselle,48.6936184,6.1832413,[],Marche 5 km
Les Falaises de Rognac,2024-10-08,2024-10-08,9000,0,,Tu vas te sentir à l'aise,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.487871,5.23463,[12000],La Marche des Falaises
Les Foulées Contoises,2024-10-08,2024-10-08,17000,800,,Un vrai conte de fée !,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,43.815268,7.317749999999999,[],Riba Seneca
La Crépynoise,2024-10-08,2024-10-08,10000,0,,,Hauts-de-France,Oise,49.2413458,2.8952479,"[7000, 5000]",Course sur route 10 km
La Compiégnoise,2024-10-08,2024-10-08,10000,0,,Un événement Picaritatif !,Hauts-de-France,Oise,49.4192921,2.8311798,"[5000, 5000]",La Compiégnoise
Foulées Halluinoises,2024-10-08,2024-10-08,10000,0,,,Hauts-de-France,Nord,50.7876358,3.1465785,[5000],Course sur route 10 km
Ebroïcienne,2024-10-08,2024-10-08,5000,0,,,Normandie,Eure,49.0270129,1.151361,"[2500, 2000, 10000]",Marche 5 km
La Scintillante,2024-10-08,2024-10-08,9000,0,,Aussi brillante qu'étincelante !,Auvergne-Rhône-Alpes,Rhône,45.7605474,4.861117699999999,[5000],Course sur route 9 km
La Molshemienne,2024-10-08,2024-10-08,5000,0,,,Grand Est,Bas-Rhin,48.5384954,7.5155033,[],Course sur route 5 km
Les foulées de la licorne,2024-10-08,2024-10-08,10000,0,,,Hauts-de-France,Nord,50.271667,3.707166,[5000],Course sur route 10 km
Tour de Ballainvilliers,2024-10-08,2024-10-08,10000,0,,,Île-de-France,Essonne,48.6643132,2.2778421,[5000],Course sur route 10 km
10 km de la Cité des Papes,2024-10-08,2024-10-08,10000,0,,Pas besoin d'aller jusqu'au Vatican,Provence-Alpes-Côte d'Azur,Vaucluse,43.9508521,4.8076971,[4500],Course sur route 10 km
Trail du Soldat de la Marne,2024-10-08,2024-10-08,20000,0,,À mon commandement ! Prêt ? Partez !,Île-de-France,Seine-et-Marne,48.9562018,2.8884657,"[10000, 30000, 10000, 5000]",Trail 20 km
Roses de l'Etang,2024-10-08,2024-10-08,14700,270,,,Occitanie,Gard,44.00552099999999,4.777076,[7000],"La Pujautrail 14,7 km"
10km de Behren,2024-10-08,2024-10-08,5000,0,,,Grand Est,Moselle,49.171194,6.935193,[10000],Marche 5 km
Grandvi'Trail,2024-10-08,2024-10-08,9000,0,,Longue vie au trail ,Bourgogne-Franche-Comté,Territoire de Belfort,47.538192,6.976453999999999,[18500],Marche 9 km
Boot'in Challans,2024-10-08,2024-10-08,21000,0,,,Pays de la Loire,Vendée,46.8477802,-1.87642,[12000],Marche 21 km
Ronde du lac,2024-10-08,2024-10-08,1280,0,,,Île-de-France,Essonne,48.6066878,2.3024384,"[10000, 21000, 5000]",Course sur Route 1 280m
La Leclerc Gouesnou - Brest Métropole,2024-10-08,2024-10-08,5000,0,,Qui est le moins cher ?,Bretagne,Finistère,48.390394,-4.486076,[10000],Trail 5 km
Foulées bleues,2024-10-08,2024-10-08,5000,0,,,Hauts-de-France,Pas-de-Calais,50.739042,1.623836,"[10000, 10000, 10000]",Course sur route 5 km
Marathon et semi-marathon de Salon,2024-10-08,2024-10-08,21097,0,,Courir sur de bonnes bases,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,43.640199,5.097022,[42195],Semi-marathon de Salon
Trail des 7 Hameaux,2024-10-08,2024-10-08,12500,250,250.0,C'est votre dernier hameau Jean-Pierre ?,Île-de-France,Yvelines,48.741829,2.053208,[23500],"Trail de 12,5 Km"
La Strasbourgeoise,2024-10-08,2024-10-08,5000,0,,Le nom de la rose,Grand Est,Bas-Rhin,48.5734053,7.752111299999999,[],Course sur route 5 km
La Surbourgeoise,2024-10-08,2024-10-08,5000,0,,,Grand Est,Bas-Rhin,48.90895399999999,7.850128000000001,[],Course sur route 5 km
Trail urbain de Lisieux,2024-10-08,2024-10-08,14000,250,,,Normandie,Calvados,49.145922,0.227849,[8000],Trail 14 km
La Foulée du Madiran,2024-10-08,2024-10-08,9000,0,,,Occitanie,Hautes-Pyrénées,43.549639,-0.057621,"[15000, 20000, 14000]",Marche 9 km
La Saint-Maurienne,2024-10-08,2024-10-08,10000,0,,,Île-de-France,Val-de-Marne,48.8029439,2.485429,[7000],Course sur route 10 km
Les foulées de la Rouge Flamande,2024-10-08,2024-10-08,11300,0,,,Hauts-de-France,Nord,50.9680401,2.4327217,[5600],"Course sur route 11,3 km"
10 km de Montpellier,2024-10-08,2024-10-08,10000,30,,From zero to Hérault ,Occitanie,Hérault,43.63385330000001,3.8488781,[],Course sur route 10 km
10 km et Semi-Marathon de Marchiennes,2024-10-08,2024-10-08,21097,0,,"Martiens, Marchiennes ",Hauts-de-France,Nord,50.4069458,3.2794581,[10000],Semi-Marathon
La Neyrolande,2024-10-08,2024-10-08,11000,250,,"3, 2, Ain...",Auvergne-Rhône-Alpes,Ain,45.8149818,4.9322915,"[22000, 33000]",Trail 11 km
Foulées Bertrimontaises,2024-10-08,2024-10-08,10000,0,,,Normandie,Seine-Maritime,49.668021,0.999864,"[5000, 5000]",Course sur route 10 km
Foulées de l'Ill,2024-10-08,2024-10-08,10000,0,,"À deux, pour pas te fouler",Grand Est,Haut-Rhin,47.98479500000001,7.399165000000001,"[21097, 21097]",Course sur route 10 km
Lyrican'trail,2024-10-08,2024-10-08,23000,1020,,,Île-de-France,Seine-et-Marne,48.2767822,2.6334639,[12000],Trail 23 km
Les Foulées d'Automne,2024-10-08,2024-10-08,5000,0,,,Bourgogne-Franche-Comté,Côte-d'Or,47.490238,4.332339999999999,"[10000, 12000]",Marche 5 km
Trail de la Noxe,2024-10-08,2024-10-08,8000,248,,Lumos !,Grand Est,Aube,48.58960200000001,3.553163,[16000],Rando de la Noxe
Trail de la foret de russy- foulees gervaisiennes,2024-10-08,2024-10-08,27000,0,,,Centre-Val de Loire,Loir-et-Cher,47.5598847,1.3649309,"[14000, 8000, 5000]",Trail de la forêt de Russy 27 km
Germitrail,2024-10-08,2024-10-08,27000,550,,,Grand Est,Marne,49.113259,4.0299569,[],Cerf
La Furieuse Carrillone,2024-10-08,2024-10-08,3000,0,,,Île-de-France,Yvelines,48.911292,2.178685,"[10000, 5000]",Course sur route 3 km
La ronde de rotomagos,2024-10-08,2024-10-08,10000,0,,,Centre-Val de Loire,Indre-et-Loire,47.261342,0.5751419999999999,"[17000, 17000, 24000, 24000]",Trail 10 km
Frappadingue Gravelines,2024-10-08,2024-10-08,12000,0,,,Hauts-de-France,Nord,50.98707,2.125537,[6000],Format L - 40 obstacles
The last rabbit,2024-10-08,2024-10-08,7000,150,,,Hauts-de-France,Pas-de-Calais,50.521892,2.562498,[],Course 24h solo
Trail La Cépienne,2024-10-08,2024-10-08,12000,500,,,Auvergne-Rhône-Alpes,Savoie,45.555516,6.127549,[24000],La Mini Cépienne 12 km
Les foulées de Vertou,2024-10-08,2024-10-08,23000,0,,,Pays de la Loire,Loire-Atlantique,47.17903099999999,-1.5023017,[10000],Trail Sèvre et Maine
La thomeryonne,2024-10-08,2024-10-08,10700,0,,,Île-de-France,Seine-et-Marne,48.40915400000001,2.784672,[],"Course sur route 10,7 km"
Paris En Compagnie,2024-10-08,2024-10-08,4000,0,,Pour être en bonne compagnie c'est Paris-ici ! ,Île-de-France,Paris,48.856614,2.3522219,[8000],Marche 4 km
La Vannetaise,2024-10-08,2024-10-08,6000,0,,Who run the world ? Girls !,Bretagne,Morbihan,47.658236,-2.760847,[],La Vannetaise
Le relais de la Pomme,2024-10-08,2024-10-08,14400,0,,Attention à ne pas finir en compote !,Nouvelle-Aquitaine,Charente-Maritime,46.18862499999999,-1.063803,[],Relais sur route
Les Traillades,2024-10-09,2024-10-09,1000,0,,Pars en courutde,Provence-Alpes-Côte d'Azur,Vaucluse,43.8338603,5.0814745,"[8600, 8600, 2500, 22000, 11600]",Les Pitchounets 
Marathon des 3 Pays du Rhin,2024-10-09,2024-10-09,42195,0,,3 en 1 !,Grand Est,Haut-Rhin,47.609633,7.5310671,"[21097, 10000, 5000]",Marathon
T24 Xtrem Triathlon - Bormes-les-Mimosas,2024-10-12,2024-10-13,1440,0,,,Provence-Alpes-Côte d'Azur,Var,43.1235759,6.365573299999999,[],"Xtrem Triathlon (solo, relais à 2,4 ou 6)"
Marathon des Landes,2024-10-13,2024-10-13,42195,200,,La ba-Landes des gens heureux,Nouvelle-Aquitaine,Landes,43.893485,-0.4997819999999999,"[21097, 10000]",Marathon des landes
La Savernoise,2024-10-13,2024-10-13,5000,0,,On va cassez les noix du cancer du sein !,Grand Est,Bas-Rhin,48.72479490000001,7.3383721,[],Course sur route 5 km
Corrida de Saint-Memmie,2024-10-13,2024-10-13,8800,0,,,Grand Est,Marne,48.9529766,4.3826755,[],"Course sur route 8,8 km"
Trail de la Roche d'Oëtre,2024-10-14,2024-10-15,17000,750,,Oëtre ou ne pas Oëtre ,Normandie,Orne,48.828536,-0.382011,"[30000, 8000, 5000, 13000, 22000, 107000, 90000, 82000, 65000, 47000, 29000, 12000]",Trail Nocturne 
